"","word","sentiment"
"1714","fluster","negative"
"1715","foe","negative"
"1716","fool","negative"
"1717","fooled","negative"
"1718","foolhardy","negative"
"1719","foolish","negative"
"1720","foolishly","negative"
"1721","foolishness","negative"
"1722","forbid","negative"
"1723","forbidden","negative"
"1724","forbidding","negative"
"1725","forceful","negative"
"1726","foreboding","negative"
"1727","forebodingly","negative"
"1728","forfeit","negative"
"1729","forged","negative"
"1730","forgetful","negative"
"1731","forgetfully","negative"
"1732","forgetfulness","negative"
"1733","forlorn","negative"
"1734","forlornly","negative"
"1735","forsake","negative"
"1736","forsaken","negative"
"1737","forswear","negative"
"1738","foul","negative"
"1739","foully","negative"
"1740","foulness","negative"
"1741","fractious","negative"
"1742","fractiously","negative"
"1743","fracture","negative"
"1744","fragile","negative"
"1745","fragmented","negative"
"1746","frail","negative"
"1747","frantic","negative"
"1748","frantically","negative"
"1749","franticly","negative"
"1750","fraud","negative"
"1751","fraudulent","negative"
"1752","fraught","negative"
"1753","frazzle","negative"
"1754","frazzled","negative"
"1755","freak","negative"
"1756","freaking","negative"
"1757","freakish","negative"
"1758","freakishly","negative"
"1759","freaks","negative"
"1760","freeze","negative"
"1761","freezes","negative"
"1762","freezing","negative"
"1763","frenetic","negative"
"1764","frenetically","negative"
"1765","frenzied","negative"
"1766","frenzy","negative"
"1767","fret","negative"
"1768","fretful","negative"
"1769","frets","negative"
"1770","friction","negative"
"1771","frictions","negative"
"1772","fried","negative"
"1773","friggin","negative"
"1774","frigging","negative"
"1775","fright","negative"
"1776","frighten","negative"
"1777","frightening","negative"
"1778","frighteningly","negative"
"1779","frightful","negative"
"1780","frightfully","negative"
"1781","frigid","negative"
"1782","frost","negative"
"1783","frown","negative"
"1784","froze","negative"
"1785","frozen","negative"
"1786","fruitless","negative"
"1787","fruitlessly","negative"
"1788","frustrate","negative"
"1789","frustrated","negative"
"1790","frustrates","negative"
"1791","frustrating","negative"
"1792","frustratingly","negative"
"1793","frustration","negative"
"1794","frustrations","negative"
"1795","fuck","negative"
"1796","fucking","negative"
"1797","fudge","negative"
"1798","fugitive","negative"
"1799","full-blown","negative"
"1800","fulminate","negative"
"1801","fumble","negative"
"1802","fume","negative"
"1803","fumes","negative"
"1804","fundamentalism","negative"
"1805","funky","negative"
"1806","funnily","negative"
"1807","funny","negative"
"1808","furious","negative"
"1809","furiously","negative"
"1810","furor","negative"
"1811","fury","negative"
"1812","fuss","negative"
"1813","fussy","negative"
"1814","fustigate","negative"
"1815","fusty","negative"
"1816","futile","negative"
"1817","futilely","negative"
"1818","futility","negative"
"1819","fuzzy","negative"
"1820","gabble","negative"
"1821","gaff","negative"
"1822","gaffe","negative"
"1823","gainsay","negative"
"1824","gainsayer","negative"
"1825","gall","negative"
"1826","galling","negative"
"1827","gallingly","negative"
"1828","galls","negative"
"1829","gangster","negative"
"1830","gape","negative"
"1831","garbage","negative"
"1832","garish","negative"
"1833","gasp","negative"
"1834","gauche","negative"
"1835","gaudy","negative"
"1836","gawk","negative"
"1837","gawky","negative"
"1838","geezer","negative"
"1839","genocide","negative"
"1840","get-rich","negative"
"1841","ghastly","negative"
"1842","ghetto","negative"
"1843","ghosting","negative"
"1844","gibber","negative"
"1845","gibberish","negative"
"1846","gibe","negative"
"1847","giddy","negative"
"1848","gimmick","negative"
"1849","gimmicked","negative"
"1850","gimmicking","negative"
"1851","gimmicks","negative"
"1852","gimmicky","negative"
"1853","glare","negative"
"1854","glaringly","negative"
"1855","glib","negative"
"1856","glibly","negative"
"1857","glitch","negative"
"1858","glitches","negative"
"1859","gloatingly","negative"
"1860","gloom","negative"
"1861","gloomy","negative"
"1862","glower","negative"
"1863","glum","negative"
"1864","glut","negative"
"1865","gnawing","negative"
"1866","goad","negative"
"1867","goading","negative"
"1868","god-awful","negative"
"1869","goof","negative"
"1870","goofy","negative"
"1871","goon","negative"
"1872","gossip","negative"
"1873","graceless","negative"
"1874","gracelessly","negative"
"1875","graft","negative"
"1876","grainy","negative"
"1877","grapple","negative"
"1878","grate","negative"
"1879","grating","negative"
"1880","gravely","negative"
"1881","greasy","negative"
"1882","greed","negative"
"1883","greedy","negative"
"1884","grief","negative"
"1885","grievance","negative"
"1886","grievances","negative"
"1887","grieve","negative"
"1888","grieving","negative"
"1889","grievous","negative"
"1890","grievously","negative"
"1891","grim","negative"
"1892","grimace","negative"
"1893","grind","negative"
"1894","gripe","negative"
"1895","gripes","negative"
"1896","grisly","negative"
"1897","gritty","negative"
"1898","gross","negative"
"1899","grossly","negative"
"1900","grotesque","negative"
"1901","grouch","negative"
"1902","grouchy","negative"
"1903","groundless","negative"
"1904","grouse","negative"
"1905","growl","negative"
"1906","grudge","negative"
"1907","grudges","negative"
"1908","grudging","negative"
"1909","grudgingly","negative"
"1910","gruesome","negative"
"1911","gruesomely","negative"
"1912","gruff","negative"
"1913","grumble","negative"
"1914","grumpier","negative"
"1915","grumpiest","negative"
"1916","grumpily","negative"
"1917","grumpish","negative"
"1918","grumpy","negative"
"1919","guile","negative"
"1920","guilt","negative"
"1921","guiltily","negative"
"1922","guilty","negative"
"1923","gullible","negative"
"1924","gutless","negative"
"1925","gutter","negative"
"1926","hack","negative"
"1927","hacks","negative"
"1928","haggard","negative"
"1929","haggle","negative"
"1930","hairloss","negative"
"1931","halfhearted","negative"
"1932","halfheartedly","negative"
"1933","hallucinate","negative"
"1934","hallucination","negative"
"1935","hamper","negative"
"1936","hampered","negative"
"1937","handicapped","negative"
"1938","hang","negative"
"1939","hangs","negative"
"1940","haphazard","negative"
"1941","hapless","negative"
"1942","harangue","negative"
"1943","harass","negative"
"1944","harassed","negative"
"1945","harasses","negative"
"1946","harassment","negative"
"1947","harboring","negative"
"1948","harbors","negative"
"1949","hard","negative"
"1950","hard-hit","negative"
"1951","hard-line","negative"
"1952","hard-liner","negative"
"1953","hardball","negative"
"1954","harden","negative"
"1955","hardened","negative"
"1956","hardheaded","negative"
"1957","hardhearted","negative"
"1958","hardliner","negative"
"1959","hardliners","negative"
"1960","hardship","negative"
"1961","hardships","negative"
"1962","harm","negative"
"1963","harmed","negative"
"1964","harmful","negative"
"1965","harms","negative"
"1966","harpy","negative"
"1967","harridan","negative"
"1968","harried","negative"
"1969","harrow","negative"
"1970","harsh","negative"
"1971","harshly","negative"
"1972","hasseling","negative"
"1973","hassle","negative"
"1974","hassled","negative"
"1975","hassles","negative"
"1976","haste","negative"
"1977","hastily","negative"
"1978","hasty","negative"
"1979","hate","negative"
"1980","hated","negative"
"1981","hateful","negative"
"1982","hatefully","negative"
"1983","hatefulness","negative"
"1984","hater","negative"
"1985","haters","negative"
"1986","hates","negative"
"1987","hating","negative"
"1988","hatred","negative"
"1989","haughtily","negative"
"1990","haughty","negative"
"1991","haunt","negative"
"1992","haunting","negative"
"1993","havoc","negative"
"1994","hawkish","negative"
"1995","haywire","negative"
"1996","hazard","negative"
"1997","hazardous","negative"
"1998","haze","negative"
"1999","hazy","negative"
"2000","head-aches","negative"
"2001","headache","negative"
"2002","headaches","negative"
"2003","heartbreaker","negative"
"2004","heartbreaking","negative"
"2005","heartbreakingly","negative"
"2006","heartless","negative"
"2007","heathen","negative"
"2008","heavy-handed","negative"
"2009","heavyhearted","negative"
"2010","heck","negative"
"2011","heckle","negative"
"2012","heckled","negative"
"2013","heckles","negative"
"2014","hectic","negative"
"2015","hedge","negative"
"2016","hedonistic","negative"
"2017","heedless","negative"
"2018","hefty","negative"
"2019","hegemonism","negative"
"2020","hegemonistic","negative"
"2021","hegemony","negative"
"2022","heinous","negative"
"2023","hell","negative"
"2024","hell-bent","negative"
"2025","hellion","negative"
"2026","hells","negative"
"2027","helpless","negative"
"2028","helplessly","negative"
"2029","helplessness","negative"
"2030","heresy","negative"
"2031","heretic","negative"
"2032","heretical","negative"
"2033","hesitant","negative"
"2034","hestitant","negative"
"2035","hideous","negative"
"2036","hideously","negative"
"2037","hideousness","negative"
"2038","high-priced","negative"
"2039","hiliarious","negative"
"2040","hinder","negative"
"2041","hindrance","negative"
"2042","hiss","negative"
"2043","hissed","negative"
"2044","hissing","negative"
"2045","ho-hum","negative"
"2046","hoard","negative"
"2047","hoax","negative"
"2048","hobble","negative"
"2049","hogs","negative"
"2050","hollow","negative"
"2051","hoodium","negative"
"2052","hoodwink","negative"
"2053","hooligan","negative"
"2054","hopeless","negative"
"2055","hopelessly","negative"
"2056","hopelessness","negative"
"2057","horde","negative"
"2058","horrendous","negative"
"2059","horrendously","negative"
"2060","horrible","negative"
"2061","horrid","negative"
"2062","horrific","negative"
"2063","horrified","negative"
"2064","horrifies","negative"
"2065","horrify","negative"
"2066","horrifying","negative"
"2067","horrifys","negative"
"2068","hostage","negative"
"2069","hostile","negative"
"2070","hostilities","negative"
"2071","hostility","negative"
"2072","hotbeds","negative"
"2073","hothead","negative"
"2074","hotheaded","negative"
"2075","hothouse","negative"
"2076","hubris","negative"
"2077","huckster","negative"
"2078","hum","negative"
"2079","humid","negative"
"2080","humiliate","negative"
"2081","humiliating","negative"
"2082","humiliation","negative"
"2083","humming","negative"
"2084","hung","negative"
"2085","hurt","negative"
"2086","hurted","negative"
"2087","hurtful","negative"
"2088","hurting","negative"
"2089","hurts","negative"
"2090","hustler","negative"
"2091","hype","negative"
"2092","hypocricy","negative"
"2093","hypocrisy","negative"
"2094","hypocrite","negative"
"2095","hypocrites","negative"
"2096","hypocritical","negative"
"2097","hypocritically","negative"
"2098","hysteria","negative"
"2099","hysteric","negative"
"2100","hysterical","negative"
"2101","hysterically","negative"
"2102","hysterics","negative"
"2103","idiocies","negative"
"2104","idiocy","negative"
"2105","idiot","negative"
"2106","idiotic","negative"
"2107","idiotically","negative"
"2108","idiots","negative"
"2109","idle","negative"
"2110","ignoble","negative"
"2111","ignominious","negative"
"2112","ignominiously","negative"
"2113","ignominy","negative"
"2114","ignorance","negative"
"2115","ignorant","negative"
"2116","ignore","negative"
"2117","ill-advised","negative"
"2118","ill-conceived","negative"
"2119","ill-defined","negative"
"2120","ill-designed","negative"
"2121","ill-fated","negative"
"2122","ill-favored","negative"
"2123","ill-formed","negative"
"2124","ill-mannered","negative"
"2125","ill-natured","negative"
"2126","ill-sorted","negative"
"2127","ill-tempered","negative"
"2128","ill-treated","negative"
"2129","ill-treatment","negative"
"2130","ill-usage","negative"
"2131","ill-used","negative"
"2132","illegal","negative"
"2133","illegally","negative"
"2134","illegitimate","negative"
"2135","illicit","negative"
"2136","illiterate","negative"
"2137","illness","negative"
"2138","illogic","negative"
"2139","illogical","negative"
"2140","illogically","negative"
"2141","illusion","negative"
"2142","illusions","negative"
"2143","illusory","negative"
"2144","imaginary","negative"
"2145","imbalance","negative"
"2146","imbecile","negative"
"2147","imbroglio","negative"
"2148","immaterial","negative"
"2149","immature","negative"
"2150","imminence","negative"
"2151","imminently","negative"
"2152","immobilized","negative"
"2153","immoderate","negative"
"2154","immoderately","negative"
"2155","immodest","negative"
"2156","immoral","negative"
"2157","immorality","negative"
"2158","immorally","negative"
"2159","immovable","negative"
"2160","impair","negative"
"2161","impaired","negative"
"2162","impasse","negative"
"2163","impatience","negative"
"2164","impatient","negative"
"2165","impatiently","negative"
"2166","impeach","negative"
"2167","impedance","negative"
"2168","impede","negative"
"2169","impediment","negative"
"2170","impending","negative"
"2171","impenitent","negative"
"2172","imperfect","negative"
"2173","imperfection","negative"
"2174","imperfections","negative"
"2175","imperfectly","negative"
"2176","imperialist","negative"
"2177","imperil","negative"
"2178","imperious","negative"
"2179","imperiously","negative"
"2180","impermissible","negative"
"2181","impersonal","negative"
"2182","impertinent","negative"
"2183","impetuous","negative"
"2184","impetuously","negative"
"2185","impiety","negative"
"2186","impinge","negative"
"2187","impious","negative"
"2188","implacable","negative"
"2189","implausible","negative"
"2190","implausibly","negative"
"2191","implicate","negative"
"2192","implication","negative"
"2193","implode","negative"
"2194","impolite","negative"
"2195","impolitely","negative"
"2196","impolitic","negative"
"2197","importunate","negative"
"2198","importune","negative"
"2199","impose","negative"
"2200","imposers","negative"
"2201","imposing","negative"
"2202","imposition","negative"
"2203","impossible","negative"
"2204","impossiblity","negative"
"2205","impossibly","negative"
"2206","impotent","negative"
"2207","impoverish","negative"
"2208","impoverished","negative"
"2209","impractical","negative"
"2210","imprecate","negative"
"2211","imprecise","negative"
"2212","imprecisely","negative"
"2213","imprecision","negative"
"2214","imprison","negative"
"2215","imprisonment","negative"
"2216","improbability","negative"
"2217","improbable","negative"
"2218","improbably","negative"
"2219","improper","negative"
"2220","improperly","negative"
"2221","impropriety","negative"
"2222","imprudence","negative"
"2223","imprudent","negative"
"2224","impudence","negative"
"2225","impudent","negative"
"2226","impudently","negative"
"2227","impugn","negative"
"2228","impulsive","negative"
"2229","impulsively","negative"
"2230","impunity","negative"
"2231","impure","negative"
"2232","impurity","negative"
"2233","inability","negative"
"2234","inaccuracies","negative"
"2235","inaccuracy","negative"
"2236","inaccurate","negative"
"2237","inaccurately","negative"
"2238","inaction","negative"
"2239","inactive","negative"
"2240","inadequacy","negative"
"2241","inadequate","negative"
"2242","inadequately","negative"
"2243","inadverent","negative"
"2244","inadverently","negative"
"2245","inadvisable","negative"
"2246","inadvisably","negative"
"2247","inane","negative"
"2248","inanely","negative"
"2249","inappropriate","negative"
"2250","inappropriately","negative"
"2251","inapt","negative"
"2252","inaptitude","negative"
"2253","inarticulate","negative"
"2254","inattentive","negative"
"2255","inaudible","negative"
"2256","incapable","negative"
"2257","incapably","negative"
"2258","incautious","negative"
"2259","incendiary","negative"
"2260","incense","negative"
"2261","incessant","negative"
"2262","incessantly","negative"
"2263","incite","negative"
"2264","incitement","negative"
"2265","incivility","negative"
"2266","inclement","negative"
"2267","incognizant","negative"
"2268","incoherence","negative"
"2269","incoherent","negative"
"2270","incoherently","negative"
"2271","incommensurate","negative"
"2272","incomparable","negative"
"2273","incomparably","negative"
"2274","incompatability","negative"
"2275","incompatibility","negative"
"2276","incompatible","negative"
"2277","incompetence","negative"
"2278","incompetent","negative"
"2279","incompetently","negative"
"2280","incomplete","negative"
"2281","incompliant","negative"
"2282","incomprehensible","negative"
"2283","incomprehension","negative"
"2284","inconceivable","negative"
"2285","inconceivably","negative"
"2286","incongruous","negative"
"2287","incongruously","negative"
"2288","inconsequent","negative"
"2289","inconsequential","negative"
"2290","inconsequentially","negative"
"2291","inconsequently","negative"
"2292","inconsiderate","negative"
"2293","inconsiderately","negative"
"2294","inconsistence","negative"
"2295","inconsistencies","negative"
"2296","inconsistency","negative"
"2297","inconsistent","negative"
"2298","inconsolable","negative"
"2299","inconsolably","negative"
"2300","inconstant","negative"
"2301","inconvenience","negative"
"2302","inconveniently","negative"
"2303","incorrect","negative"
"2304","incorrectly","negative"
"2305","incorrigible","negative"
"2306","incorrigibly","negative"
"2307","incredulous","negative"
"2308","incredulously","negative"
"2309","inculcate","negative"
"2310","indecency","negative"
"2311","indecent","negative"
"2312","indecently","negative"
"2313","indecision","negative"
"2314","indecisive","negative"
"2315","indecisively","negative"
"2316","indecorum","negative"
"2317","indefensible","negative"
"2318","indelicate","negative"
"2319","indeterminable","negative"
"2320","indeterminably","negative"
"2321","indeterminate","negative"
"2322","indifference","negative"
"2323","indifferent","negative"
"2324","indigent","negative"
"2325","indignant","negative"
"2326","indignantly","negative"
"2327","indignation","negative"
"2328","indignity","negative"
"2329","indiscernible","negative"
"2330","indiscreet","negative"
"2331","indiscreetly","negative"
"2332","indiscretion","negative"
"2333","indiscriminate","negative"
"2334","indiscriminately","negative"
"2335","indiscriminating","negative"
"2336","indistinguishable","negative"
"2337","indoctrinate","negative"
"2338","indoctrination","negative"
"2339","indolent","negative"
"2340","indulge","negative"
"2341","ineffective","negative"
"2342","ineffectively","negative"
"2343","ineffectiveness","negative"
"2344","ineffectual","negative"
"2345","ineffectually","negative"
"2346","ineffectualness","negative"
"2347","inefficacious","negative"
"2348","inefficacy","negative"
"2349","inefficiency","negative"
"2350","inefficient","negative"
"2351","inefficiently","negative"
"2352","inelegance","negative"
"2353","inelegant","negative"
"2354","ineligible","negative"
"2355","ineloquent","negative"
"2356","ineloquently","negative"
"2357","inept","negative"
"2358","ineptitude","negative"
"2359","ineptly","negative"
"2360","inequalities","negative"
"2361","inequality","negative"
"2362","inequitable","negative"
"2363","inequitably","negative"
"2364","inequities","negative"
"2365","inescapable","negative"
"2366","inescapably","negative"
"2367","inessential","negative"
"2368","inevitable","negative"
"2369","inevitably","negative"
"2370","inexcusable","negative"
"2371","inexcusably","negative"
"2372","inexorable","negative"
"2373","inexorably","negative"
"2374","inexperience","negative"
"2375","inexperienced","negative"
"2376","inexpert","negative"
"2377","inexpertly","negative"
"2378","inexpiable","negative"
"2379","inexplainable","negative"
"2380","inextricable","negative"
"2381","inextricably","negative"
"2382","infamous","negative"
"2383","infamously","negative"
"2384","infamy","negative"
"2385","infected","negative"
"2386","infection","negative"
"2387","infections","negative"
"2388","inferior","negative"
"2389","inferiority","negative"
"2390","infernal","negative"
"2391","infest","negative"
"2392","infested","negative"
"2393","infidel","negative"
"2394","infidels","negative"
"2395","infiltrator","negative"
"2396","infiltrators","negative"
"2397","infirm","negative"
"2398","inflame","negative"
"2399","inflammation","negative"
"2400","inflammatory","negative"
"2401","inflammed","negative"
"2402","inflated","negative"
"2403","inflationary","negative"
"2404","inflexible","negative"
"2405","inflict","negative"
"2406","infraction","negative"
"2407","infringe","negative"
"2408","infringement","negative"
"2409","infringements","negative"
"2410","infuriate","negative"
"2411","infuriated","negative"
"2412","infuriating","negative"
"2413","infuriatingly","negative"
"2414","inglorious","negative"
"2415","ingrate","negative"
"2416","ingratitude","negative"
"2417","inhibit","negative"
"2418","inhibition","negative"
"2419","inhospitable","negative"
"2420","inhospitality","negative"
"2421","inhuman","negative"
"2422","inhumane","negative"
"2423","inhumanity","negative"
"2424","inimical","negative"
"2425","inimically","negative"
"2426","iniquitous","negative"
"2427","iniquity","negative"
"2428","injudicious","negative"
"2429","injure","negative"
"2430","injurious","negative"
"2431","injury","negative"
"2432","injustice","negative"
"2433","injustices","negative"
"2434","innuendo","negative"
"2435","inoperable","negative"
"2436","inopportune","negative"
"2437","inordinate","negative"
"2438","inordinately","negative"
"2439","insane","negative"
"2440","insanely","negative"
"2441","insanity","negative"
"2442","insatiable","negative"
"2443","insecure","negative"
"2444","insecurity","negative"
"2445","insensible","negative"
"2446","insensitive","negative"
"2447","insensitively","negative"
"2448","insensitivity","negative"
"2449","insidious","negative"
"2450","insidiously","negative"
"2451","insignificance","negative"
"2452","insignificant","negative"
"2453","insignificantly","negative"
"2454","insincere","negative"
"2455","insincerely","negative"
"2456","insincerity","negative"
"2457","insinuate","negative"
"2458","insinuating","negative"
"2459","insinuation","negative"
"2460","insociable","negative"
"2461","insolence","negative"
"2462","insolent","negative"
"2463","insolently","negative"
"2464","insolvent","negative"
"2465","insouciance","negative"
"2466","instability","negative"
"2467","instable","negative"
"2468","instigate","negative"
"2469","instigator","negative"
"2470","instigators","negative"
"2471","insubordinate","negative"
"2472","insubstantial","negative"
"2473","insubstantially","negative"
"2474","insufferable","negative"
"2475","insufferably","negative"
"2476","insufficiency","negative"
"2477","insufficient","negative"
"2478","insufficiently","negative"
"2479","insular","negative"
"2480","insult","negative"
"2481","insulted","negative"
"2482","insulting","negative"
"2483","insultingly","negative"
"2484","insults","negative"
"2485","insupportable","negative"
"2486","insupportably","negative"
"2487","insurmountable","negative"
"2488","insurmountably","negative"
"2489","insurrection","negative"
"2490","intefere","negative"
"2491","inteferes","negative"
"2492","intense","negative"
"2493","interfere","negative"
"2494","interference","negative"
"2495","interferes","negative"
"2496","intermittent","negative"
"2497","interrupt","negative"
"2498","interruption","negative"
"2499","interruptions","negative"
"2500","intimidate","negative"
"2501","intimidating","negative"
"2502","intimidatingly","negative"
"2503","intimidation","negative"
"2504","intolerable","negative"
"2505","intolerablely","negative"
"2506","intolerance","negative"
"2507","intoxicate","negative"
"2508","intractable","negative"
"2509","intransigence","negative"
"2510","intransigent","negative"
"2511","intrude","negative"
"2512","intrusion","negative"
"2513","intrusive","negative"
"2514","inundate","negative"
"2515","inundated","negative"
"2516","invader","negative"
"2517","invalid","negative"
"2518","invalidate","negative"
"2519","invalidity","negative"
"2520","invasive","negative"
"2521","invective","negative"
"2522","inveigle","negative"
"2523","invidious","negative"
"2524","invidiously","negative"
"2525","invidiousness","negative"
"2526","invisible","negative"
"2527","involuntarily","negative"
"2528","involuntary","negative"
"2529","irascible","negative"
"2530","irate","negative"
"2531","irately","negative"
"2532","ire","negative"
"2533","irk","negative"
"2534","irked","negative"
"2535","irking","negative"
"2536","irks","negative"
"2537","irksome","negative"
"2538","irksomely","negative"
"2539","irksomeness","negative"
"2540","irksomenesses","negative"
"2541","ironic","negative"
"2542","ironical","negative"
"2543","ironically","negative"
"2544","ironies","negative"
"2545","irony","negative"
"2546","irragularity","negative"
"2547","irrational","negative"
"2548","irrationalities","negative"
"2549","irrationality","negative"
"2550","irrationally","negative"
"2551","irrationals","negative"
"2552","irreconcilable","negative"
"2553","irrecoverable","negative"
"2554","irrecoverableness","negative"
"2555","irrecoverablenesses","negative"
"2556","irrecoverably","negative"
"2557","irredeemable","negative"
"2558","irredeemably","negative"
"2559","irreformable","negative"
"2560","irregular","negative"
"2561","irregularity","negative"
"2562","irrelevance","negative"
"2563","irrelevant","negative"
"2564","irreparable","negative"
"2565","irreplacible","negative"
"2566","irrepressible","negative"
"2567","irresolute","negative"
"2568","irresolvable","negative"
"2569","irresponsible","negative"
"2570","irresponsibly","negative"
"2571","irretating","negative"
"2572","irretrievable","negative"
"2573","irreversible","negative"
"2574","irritable","negative"
"2575","irritably","negative"
"2576","irritant","negative"
"2577","irritate","negative"
"2578","irritated","negative"
"2579","irritating","negative"
"2580","irritation","negative"
"2581","irritations","negative"
"2582","isolate","negative"
"2583","isolated","negative"
"2584","isolation","negative"
"2585","issue","negative"
"2586","issues","negative"
"2587","itch","negative"
"2588","itching","negative"
"2589","itchy","negative"
"2590","jabber","negative"
"2591","jaded","negative"
"2592","jagged","negative"
"2593","jam","negative"
"2594","jarring","negative"
"2595","jaundiced","negative"
"2596","jealous","negative"
"2597","jealously","negative"
"2598","jealousness","negative"
"2599","jealousy","negative"
"2600","jeer","negative"
"2601","jeering","negative"
"2602","jeeringly","negative"
"2603","jeers","negative"
"2604","jeopardize","negative"
"2605","jeopardy","negative"
"2606","jerk","negative"
"2607","jerky","negative"
"2608","jitter","negative"
"2609","jitters","negative"
"2610","jittery","negative"
"2611","job-killing","negative"
"2612","jobless","negative"
"2613","joke","negative"
"2614","joker","negative"
"2615","jolt","negative"
"2616","judder","negative"
"2617","juddering","negative"
"2618","judders","negative"
"2619","jumpy","negative"
"2620","junk","negative"
"2621","junky","negative"
"2622","junkyard","negative"
"2623","jutter","negative"
"2624","jutters","negative"
"2625","kaput","negative"
"2626","kill","negative"
"2627","killed","negative"
"2628","killer","negative"
"2629","killing","negative"
"2630","killjoy","negative"
"2631","kills","negative"
"2632","knave","negative"
"2633","knife","negative"
"2634","knock","negative"
"2635","knotted","negative"
"2636","kook","negative"
"2637","kooky","negative"
"2638","lack","negative"
"2639","lackadaisical","negative"
"2640","lacked","negative"
"2641","lackey","negative"
"2642","lackeys","negative"
"2643","lacking","negative"
"2644","lackluster","negative"
"2645","lacks","negative"
"2646","laconic","negative"
"2647","lag","negative"
"2648","lagged","negative"
"2649","lagging","negative"
"2650","laggy","negative"
"2651","lags","negative"
"2652","laid-off","negative"
"2653","lambast","negative"
"2654","lambaste","negative"
"2655","lame","negative"
"2656","lame-duck","negative"
"2657","lament","negative"
"2658","lamentable","negative"
"2659","lamentably","negative"
"2660","languid","negative"
"2661","languish","negative"
"2662","languor","negative"
"2663","languorous","negative"
"2664","languorously","negative"
"2665","lanky","negative"
"2666","lapse","negative"
"2667","lapsed","negative"
"2668","lapses","negative"
"2669","lascivious","negative"
"2670","last-ditch","negative"
"2671","latency","negative"
"2672","laughable","negative"
"2673","laughably","negative"
"2674","laughingstock","negative"
"2675","lawbreaker","negative"
"2676","lawbreaking","negative"
"2677","lawless","negative"
"2678","lawlessness","negative"
"2679","layoff","negative"
"2680","layoff-happy","negative"
"2681","lazy","negative"
"2682","leak","negative"
"2683","leakage","negative"
"2684","leakages","negative"
"2685","leaking","negative"
"2686","leaks","negative"
"2687","leaky","negative"
"2688","lech","negative"
"2689","lecher","negative"
"2690","lecherous","negative"
"2691","lechery","negative"
"2692","leech","negative"
"2693","leer","negative"
"2694","leery","negative"
"2695","left-leaning","negative"
"2696","lemon","negative"
"2697","lengthy","negative"
"2698","less-developed","negative"
"2699","lesser-known","negative"
"2700","letch","negative"
"2701","lethal","negative"
"2702","lethargic","negative"
"2703","lethargy","negative"
"2704","lewd","negative"
"2705","lewdly","negative"
"2706","lewdness","negative"
"2707","liability","negative"
"2708","liable","negative"
"2709","liar","negative"
"2710","liars","negative"
"2711","licentious","negative"
"2712","licentiously","negative"
"2713","licentiousness","negative"
"2714","lie","negative"
"2715","lied","negative"
"2716","lier","negative"
"2717","lies","negative"
"2718","life-threatening","negative"
"2719","lifeless","negative"
"2720","limit","negative"
"2721","limitation","negative"
"2722","limitations","negative"
"2723","limited","negative"
"2724","limits","negative"
"2725","limp","negative"
"2726","listless","negative"
"2727","litigious","negative"
"2728","little-known","negative"
"2729","livid","negative"
"2730","lividly","negative"
"2731","loath","negative"
"2732","loathe","negative"
"2733","loathing","negative"
"2734","loathly","negative"
"2735","loathsome","negative"
"2736","loathsomely","negative"
"2737","lone","negative"
"2738","loneliness","negative"
"2739","lonely","negative"
"2740","loner","negative"
"2741","lonesome","negative"
"2742","long-time","negative"
"2743","long-winded","negative"
"2744","longing","negative"
"2745","longingly","negative"
"2746","loophole","negative"
"2747","loopholes","negative"
"2748","loose","negative"
"2749","loot","negative"
"2750","lorn","negative"
"2751","lose","negative"
"2752","loser","negative"
"2753","losers","negative"
"2754","loses","negative"
"2755","losing","negative"
"2756","loss","negative"
"2757","losses","negative"
"2758","lost","negative"
"2759","loud","negative"
"2760","louder","negative"
"2761","lousy","negative"
"2762","loveless","negative"
"2763","lovelorn","negative"
"2764","low-rated","negative"
"2765","lowly","negative"
"2766","ludicrous","negative"
"2767","ludicrously","negative"
"2768","lugubrious","negative"
"2769","lukewarm","negative"
"2770","lull","negative"
"2771","lumpy","negative"
"2772","lunatic","negative"
"2773","lunaticism","negative"
"2774","lurch","negative"
"2775","lure","negative"
"2776","lurid","negative"
"2777","lurk","negative"
"2778","lurking","negative"
"2779","lying","negative"
"2780","macabre","negative"
"2781","mad","negative"
"2782","madden","negative"
"2783","maddening","negative"
"2784","maddeningly","negative"
"2785","madder","negative"
"2786","madly","negative"
"2787","madman","negative"
"2788","madness","negative"
"2789","maladjusted","negative"
"2790","maladjustment","negative"
"2791","malady","negative"
"2792","malaise","negative"
"2793","malcontent","negative"
"2794","malcontented","negative"
"2795","maledict","negative"
"2796","malevolence","negative"
"2797","malevolent","negative"
"2798","malevolently","negative"
"2799","malice","negative"
"2800","malicious","negative"
"2801","maliciously","negative"
"2802","maliciousness","negative"
"2803","malign","negative"
"2804","malignant","negative"
"2805","malodorous","negative"
"2806","maltreatment","negative"
"2807","mangle","negative"
"2808","mangled","negative"
"2809","mangles","negative"
"2810","mangling","negative"
"2811","mania","negative"
"2812","maniac","negative"
"2813","maniacal","negative"
"2814","manic","negative"
"2815","manipulate","negative"
"2816","manipulation","negative"
"2817","manipulative","negative"
"2818","manipulators","negative"
"2819","mar","negative"
"2820","marginal","negative"
"2821","marginally","negative"
"2822","martyrdom","negative"
"2823","martyrdom-seeking","negative"
"2824","mashed","negative"
"2825","massacre","negative"
"2826","massacres","negative"
"2827","matte","negative"
"2828","mawkish","negative"
"2829","mawkishly","negative"
"2830","mawkishness","negative"
